NIVT_SAT	annee_ctr_f	nper_enq_f	npie_log_f	peri_ctr_f	puissto_f	qpay_ctr_f	tarif_f	niv_urb_f	annee_log_f	stat_log_f	type_log_f	emme_log_f	date_chf_f	chem_log_f	age_enq_f	ideal_chf_f	num_ind	i
3	91	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	agglo.rurale	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	65anset+	Electric	0844	18
3	1986a1988	3personnes	4pieces	Mensualise	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Gazvr	0845	18
2	1986a1988	2personnes	1piece	Indestdeter	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Fioul	0846	18
1	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	0847	18
1	1989a1990	5perset+	5pieces	Mensualise	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1949->73	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	35a44ans	Electric	0848	18
1	1989a1990	2personnes	2pieces	Relevenormal	9kVA	Qpay=3	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Gazvr	0849	18
2	1989a1990	4personnes	4pieces	Indestdeter	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Gazvr	0850	18
2	1989a1990	2personnes	5pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Gazvr	0851	18
1	1989a1990	4personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	0852	18
3	1989a1990	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=7	Doubletarif	100Ma200Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	0853	18
3	1989a1990	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Cheminee	45a54ans	Electric	0854	18
2	1989a1990	3personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Gazvr	0855	18
3	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Autre	0856	18
1	1981a1985	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	0857	18
2	1981a1985	3personnes	4pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	100Ma200Mhab	1949->73	Locataire	Individuel	avant1982	avant1982	Pascheminee	55a64ans	Electric	0858	18
2	1986a1988	4personnes	4pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	0859	18
2	1971a1980	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	55a64ans	Electric	0860	18
3	1981a1985	3personnes	2pieces	Indestdeter	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0861	18
1	1989a1990	4personnes	4pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	0862	18
3	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0863	18
3	1989a1990	1personne	1piece	Relevenormal	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	0864	18
2	1971a1980	4personnes	4pieces	Mensualise	>=12kVA	Qpay=5	Doubletarif	2Ma5Mhab	1974->81	Locataire	Individuel	avant1982	avant1982	Pascheminee	45a54ans	Gazvr	0865	18
3	1986a1988	1personne	2pieces	Mensualise	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	0866	18
2	1989a1990	1personne	2pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	0867	18
3	1981a1985	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	35a44ans	Electric	0868	18
2	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	10Ma20Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	0869	18
2	1986a1988	4personnes	4pieces	Indestmensu	9kVA	Qpay=6	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	45a54ans	Electric	0870	18
3	1981a1985	1personne	3pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Locataire	Individuel	avant1982	avant1982	Cheminee	55a64ans	Electric	0871	18
2	1989a1990	1personne	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0872	18
2	1989a1990	2personnes	2pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	0873	18
2	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	0874	18
2	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0875	18
2	1971a1980	4personnes	3pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Locataire	Individuel	avant1982	avant1982	Cheminee	18a34ans	Fioul	0876	18
2	1989a1990	2personnes	2pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0877	18
2	1989a1990	3personnes	4pieces	Relevenormal	>=12kVA	Qpay=9	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0878	18
3	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0879	18
3	1971a1980	2personnes	5pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Electric	0880	18
3	1981a1985	2personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	0881	18
2	1971a1980	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	45a54ans	Fioul	0882	18
3	1986a1988	1personne	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	55a64ans	Electric	0883	18
3	1989a1990	1personne	5pieces	Indestmensu	9kVA	Qpay=5	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	65anset+	Electric	0884	18
2	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Simpletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Electric	0885	18
1	1989a1990	2personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Cheminee	18a34ans	Gazvr	0886	18
2	1989a1990	1personne	1piece	Mensualise	6kVA	Qpay=6	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	0887	18
1	1981a1985	3personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0888	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=4	Doubletarif	20Ma50Mhab	<=1948	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	0889	18
2	1981a1985	2personnes	2pieces	Mensualise	6kVA	Qpay=9	Doubletarif	2Ma5Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Electric	0890	18
2	1986a1988	2personnes	1piece	Relevenormal	6kVA	Qpay=4	Doubletarif	20Ma50Mhab	<=1948	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	18a34ans	Gazvr	0891	18
2	1989a1990	3personnes	3pieces	Mensualise	>=12kVA	Qpay=5	Doubletarif	agglo.rurale	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0892	18
3	1989a1990	1personne	2pieces	Indestdeter	6kVA	Qpay=6	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	0893	18
3	1989a1990	5perset+	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Gazvr	0894	18
3	1989a1990	3personnes	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	35a44ans	Electric	0895	18
3	1981a1985	2personnes	3pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	avant1982	avant1982	Cheminee	45a54ans	Electric	0896	18
2	1986a1988	4personnes	>=6piec	Indestdeter	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Gazvr	0897	18
2	1989a1990	1personne	1piece	Mensualise	6kVA	Qpay=8	Doubletarif	agglo.rurale	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	0898	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Electric	0899	18
1	1989a1990	4personnes	4pieces	Relevenormal	9kVA	Qpay=5	Doubletarif	2Ma5Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	18a34ans	Fioul	0900	18
2	1989a1990	4personnes	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	0901	18
2	1986a1988	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=7	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Individuel	entre1982et1988	avant1982	Cheminee	35a44ans	Gazvr	0902	18
1	1986a1988	2personnes	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0903	18
2	1986a1988	1personne	2pieces	Mensualise	6kVA	Qpay=9	Doubletarif	2Ma5Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	avant1982	Pascheminee	35a44ans	Bois	0904	18
2	1981a1985	1personne	2pieces	Relevenormal	6kVA	Qpay=5	Doubletarif	agglo.rurale	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Bois	0905	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Gazvr	0906	18
3	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=5	Doubletarif	2Ma5Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	55a64ans	Gazvr	0907	18
1	1989a1990	3personnes	4pieces	Indestmensu	>=12kVA	Qpay=7	Doubletarif	5Ma10Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	0908	18
1	1989a1990	1personne	1piece	Mensualise	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	0909	18
3	1989a1990	2personnes	5pieces	Indestmensu	>=12kVA	Qpay=4	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	55a64ans	Electric	0910	18
2	1971a1980	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	65anset+	Electric	0911	18
2	1989a1990	5perset+	>=6piec	Indestmensu	>=12kVA	Qpay=9	Doubletarif	5Ma10Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Cheminee	35a44ans	Bois	0912	18
1	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=7	Doubletarif	20Ma50Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	0913	18
3	1971a1980	2personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Proprietaire	Collectif	avant1982	entre1982et1988	Pascheminee	65anset+	Electric	0914	18
2	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	65anset+	Bois	0915	18
2	1966a1970	1personne	2pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	2Ma5Mhab	1949->73	Locataire	Individuel	avant1982	avant1982	Pascheminee	65anset+	Electric	0916	18
1	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	0917	18
2	1989a1990	2personnes	4pieces	Indestmensu	>=12kVA	Qpay=7	Doubletarif	5Ma10Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Cheminee	55a64ans	Electric	0918	18
3	1989a1990	4personnes	5pieces	Mensualise	9kVA	Qpay=0,1,2	Doubletarif	50Ma100Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	0919	18
3	1989a1990	3personnes	4pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	0920	18
1	1989a1990	3personnes	>=6piec	Mensualise	>=12kVA	Qpay=0,1,2	Doubletarif	50Ma100Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1989et1990	Cheminee	45a54ans	Gazvr	0921	18
3	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=6	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	0922	18
2	1986a1988	5perset+	5pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	0923	18
2	1986a1988	2personnes	3pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0924	18
2	1986a1988	5perset+	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	0925	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Electric	0926	18
2	1981a1985	2personnes	>=6piec	Indestdeter	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	55a64ans	Electric	0927	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	0928	18
2	1989a1990	1personne	2pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0929	18
2	1989a1990	3personnes	3pieces	Indestmensu	9kVA	Qpay=5	Doubletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Gazvr	0930	18
2	1989a1990	2personnes	4pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	2Ma5Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Fioul	0931	18
2	1981a1985	3personnes	3pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	entre1982et1988	avant1982	Cheminee	55a64ans	Electric	0932	18
2	1989a1990	2personnes	2pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	55a64ans	Fioul	0933	18
3	1971a1980	2personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	65anset+	Electric	0934	18
3	1989a1990	2personnes	4pieces	Mensualise	9kVA	Qpay=3	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	0935	18
2	1981a1985	2personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Fioul	0936	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Fioul	0937	18
2	1986a1988	1personne	2pieces	Indestmensu	6kVA	Qpay=6	Simpletarif	100Ma200Mhab	1949->73	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	0938	18
2	1971a1980	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	45a54ans	Electric	0939	18
2	1981a1985	1personne	2pieces	Mensualise	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Fioul	0940	18
3	1989a1990	2personnes	1piece	Indestmensu	<=3kVA	Qpay=8	Simpletarif	100Ma200Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Cheminee	18a34ans	Electric	0941	18
2	1989a1990	5perset+	>=6piec	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0942	18
2	1989a1990	1personne	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Fioul	0943	18
1	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	10Ma20Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Fioul	0944	18
2	1986a1988	1personne	3pieces	Indestmensu	9kVA	Qpay=6	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0945	18
2	1966a1970	1personne	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1949->73	Proprietaire	Individuel	avant1982	entre1982et1988	Pascheminee	55a64ans	Electric	0946	18
3	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	0947	18
2	1989a1990	3personnes	4pieces	Indestmensu	6kVA	Qpay=9	Simpletarif	10Ma20Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0948	18
2	1986a1988	3personnes	3pieces	Indestmensu	6kVA	Qpay=4	Doubletarif	10Ma20Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Autre	0949	18
3	1989a1990	2personnes	5pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Electric	0950	18
3	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	0951	18
2	1966a1970	2personnes	>=6piec	Indestdeter	>=12kVA	Qpay=7	Doubletarif	agglo.rurale	1949->73	Proprietaire	Individuel	avant1982	avant1982	Cheminee	65anset+	Gazvr	0952	18
2	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0953	18
3	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	10Ma20Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0954	18
3	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Gazvr	0955	18
3	1981a1985	3personnes	5pieces	Indestmensu	>=12kVA	Qpay=6	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0956	18
2	1989a1990	5perset+	5pieces	Indestmensu	>=12kVA	Qpay=6	Doubletarif	10Ma20Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	35a44ans	Gazvr	0957	18
3	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0958	18
1	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Fioul	0959	18
1	1981a1985	1personne	3pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Cheminee	55a64ans	Electric	0960	18
3	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=8	Simpletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0961	18
2	1971a1980	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	agglo.rurale	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	35a44ans	Bois	0962	18
3	1989a1990	4personnes	4pieces	Mensualise	9kVA	Qpay=3	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0963	18
2	1986a1988	2personnes	3pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	0964	18
1	1971a1980	1personne	3pieces	Indestmensu	9kVA	Qpay=5	Doubletarif	2Ma5Mhab	1949->73	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	65anset+	Electric	0965	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	0966	18
3	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=7	Doubletarif	2Ma5Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Gazvr	0967	18
2	1989a1990	4personnes	4pieces	Relevenormal	9kVA	Qpay=5	Doubletarif	10Ma20Mhab	1949->73	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	0968	18
3	1989a1990	4personnes	>=6piec	Indestdeter	>=12kVA	Qpay=9	Doubletarif	2Ma5Mhab	1974->81	Proprietaire	Individuel	entre1989et1990	avant1982	Cheminee	18a34ans	Electric	0969	18
2	1981a1985	1personne	2pieces	Indestdeter	9kVA	Qpay=3	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0970	18
2	1971a1980	1personne	5pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Electric	0971	18
1	1981a1985	3personnes	4pieces	Indestdeter	9kVA	Qpay=3	Doubletarif	agglo.rurale	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	0972	18
2	1989a1990	4personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	0973	18
